code_module,code_presentation,id_student,landmark_day,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,date_registration,total_click_25,active_days_25,distinct_resources_25,no_vle_activity_25,n_opportunity_25,n_submitted_25,n_missing_25,submission_rate_25,avg_score_25,avg_submit_delay_25,no_assessment_opportunity_25,eligible_at_25,target_churn_after_25,final_result,date_unregistration,cohort_status_25
BBB,2014B,623055,25,F,North Western Region,A Level or Equivalent,20-30%,0-35,Y,0,60,-89.0,593.0,19.0,21.0,0.0,1.0,1.0,0.0,1.0,85.0,-3.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,623069,25,M,Scotland,Lower Than A Level,10-20,0-35,Y,0,60,-30.0,44.0,3.0,15.0,0.0,1.0,1.0,0.0,1.0,69.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,623168,25,F,East Midlands Region,HE Qualification,30-40%,0-35,N,0,120,-102.0,44.0,9.0,2.0,0.0,1.0,1.0,0.0,1.0,85.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,623169,25,F,East Midlands Region,Lower Than A Level,90-100%,0-35,N,0,120,-24.0,30.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,74.0,-9.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,623177,25,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,60,-100.0,162.0,10.0,20.0,0.0,1.0,1.0,0.0,1.0,49.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,623240,25,F,South West Region,A Level or Equivalent,40-50%,35-55,N,0,60,-69.0,165.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,81.0,-2.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,623295,25,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,60,-78.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,54.0,2.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,623321,25,M,Ireland,Lower Than A Level,90-100%,0-35,N,0,60,-100.0,100.0,13.0,19.0,0.0,1.0,1.0,0.0,1.0,82.0,-4.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,623333,25,F,Wales,Lower Than A Level,60-70%,35-55,N,0,60,-30.0,88.0,10.0,12.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,623406,25,F,West Midlands Region,Lower Than A Level,50-60%,35-55,N,0,60,-36.0,87.0,8.0,15.0,0.0,1.0,1.0,0.0,1.0,65.0,7.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,623603,25,F,South Region,Lower Than A Level,40-50%,0-35,N,0,120,-35.0,41.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,73.0,1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,623622,25,F,North Western Region,Lower Than A Level,50-60%,0-35,N,0,60,-79.0,93.0,6.0,15.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,623654,25,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,60,-100.0,81.0,9.0,4.0,0.0,1.0,1.0,0.0,1.0,91.0,-1.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,623660,25,F,Scotland,HE Qualification,10-20,35-55,N,0,60,-85.0,256.0,9.0,28.0,0.0,1.0,1.0,0.0,1.0,83.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,623821,25,F,Wales,Lower Than A Level,10-20,0-35,N,0,60,-61.0,147.0,4.0,13.0,0.0,1.0,1.0,0.0,1.0,57.0,-2.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,623845,25,F,South West Region,A Level or Equivalent,70-80%,35-55,N,0,60,-58.0,94.0,3.0,14.0,0.0,1.0,1.0,0.0,1.0,40.0,13.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,623857,25,F,Wales,A Level or Equivalent,60-70%,0-35,N,0,60,-50.0,46.0,6.0,10.0,0.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,623882,25,F,North Region,Lower Than A Level,30-40%,0-35,N,0,60,-92.0,114.0,3.0,22.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,623911,25,F,East Anglian Region,Lower Than A Level,40-50%,35-55,N,0,60,-32.0,30.0,8.0,6.0,0.0,1.0,1.0,0.0,1.0,60.0,-2.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,623935,25,F,South Region,A Level or Equivalent,20-30%,0-35,N,0,120,-87.0,61.0,10.0,9.0,0.0,1.0,1.0,0.0,1.0,55.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624011,25,F,South West Region,HE Qualification,10-20,0-35,N,0,120,-50.0,109.0,13.0,10.0,0.0,1.0,1.0,0.0,1.0,92.0,4.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624046,25,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,N,0,60,-96.0,53.0,4.0,11.0,0.0,1.0,1.0,0.0,1.0,73.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624069,25,F,South Region,A Level or Equivalent,50-60%,0-35,N,0,60,-94.0,10.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,88.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624196,25,F,Scotland,Lower Than A Level,90-100%,0-35,N,0,60,-68.0,196.0,17.0,17.0,0.0,1.0,1.0,0.0,1.0,87.0,-5.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624306,25,F,East Midlands Region,Lower Than A Level,90-100%,0-35,N,0,60,-95.0,31.0,3.0,14.0,0.0,1.0,1.0,0.0,1.0,67.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624350,25,F,East Midlands Region,Lower Than A Level,10-20,0-35,N,0,60,-95.0,24.0,1.0,10.0,0.0,1.0,1.0,0.0,1.0,52.0,0.0,0.0,1,1.0,Withdrawn,49.0,model_eligible
BBB,2014B,624406,25,F,South Region,Lower Than A Level,90-100%,35-55,N,0,60,-36.0,656.0,20.0,32.0,0.0,1.0,1.0,0.0,1.0,86.0,-1.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,624415,25,F,London Region,Lower Than A Level,10-20,35-55,N,0,60,-82.0,36.0,6.0,7.0,0.0,1.0,1.0,0.0,1.0,65.0,0.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624514,25,F,South West Region,A Level or Equivalent,40-50%,35-55,N,0,60,-86.0,105.0,8.0,11.0,0.0,1.0,1.0,0.0,1.0,55.0,-3.0,0.0,1,1.0,Withdrawn,191.0,model_eligible
BBB,2014B,624567,25,F,Ireland,A Level or Equivalent,20-30%,0-35,N,0,60,-64.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,83.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,624592,25,F,West Midlands Region,Lower Than A Level,10-20,35-55,N,0,90,-81.0,114.0,10.0,8.0,0.0,1.0,1.0,0.0,1.0,73.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624598,25,F,Scotland,HE Qualification,10-20,0-35,N,0,60,-82.0,18.0,2.0,7.0,0.0,1.0,1.0,0.0,1.0,61.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,624604,25,F,Scotland,A Level or Equivalent,20-30%,35-55,N,0,60,-82.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,624653,25,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,N,0,60,-71.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,68.0,-4.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624661,25,F,Ireland,Lower Than A Level,10-20,0-35,Y,0,60,-51.0,40.0,6.0,12.0,0.0,1.0,1.0,0.0,1.0,85.0,2.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624673,25,F,North Western Region,Lower Than A Level,10-20,0-35,N,0,60,-79.0,49.0,8.0,18.0,0.0,1.0,1.0,0.0,1.0,45.0,-1.0,0.0,1,1.0,Withdrawn,96.0,model_eligible
BBB,2014B,624674,25,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,0,60,-80.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,624677,25,F,London Region,A Level or Equivalent,20-30%,0-35,N,0,60,-94.0,13.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,43.0,3.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,624704,25,F,East Midlands Region,Lower Than A Level,30-40%,0-35,N,0,60,-52.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,66.0,-2.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,624722,25,F,London Region,Lower Than A Level,0-10%,35-55,N,0,60,-79.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,624734,25,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,60,-94.0,34.0,3.0,14.0,0.0,1.0,1.0,0.0,1.0,80.0,-2.0,0.0,1,1.0,Withdrawn,169.0,model_eligible
BBB,2014B,624738,25,M,Yorkshire Region,Lower Than A Level,10-20,0-35,N,0,60,-64.0,200.0,10.0,22.0,0.0,1.0,1.0,0.0,1.0,86.0,-4.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624799,25,M,South Region,A Level or Equivalent,90-100%,0-35,Y,0,60,-93.0,98.0,5.0,23.0,0.0,1.0,1.0,0.0,1.0,72.0,6.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,624847,25,F,North Western Region,A Level or Equivalent,80-90%,35-55,N,0,60,-71.0,105.0,6.0,17.0,0.0,1.0,1.0,0.0,1.0,65.0,-2.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624879,25,F,North Western Region,A Level or Equivalent,30-40%,35-55,Y,0,60,-89.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,85.0,-3.0,0.0,1,1.0,Withdrawn,123.0,model_eligible
BBB,2014B,624972,25,F,South Region,Lower Than A Level,90-100%,35-55,N,0,60,-79.0,18.0,3.0,9.0,0.0,1.0,1.0,0.0,1.0,59.0,4.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,624997,25,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,N,0,60,-73.0,16.0,3.0,11.0,0.0,1.0,1.0,0.0,1.0,76.0,-9.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625021,25,F,South Region,Lower Than A Level,10-20,35-55,N,0,60,-92.0,253.0,10.0,27.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625024,25,F,South Region,Lower Than A Level,70-80%,35-55,N,0,60,-92.0,105.0,7.0,11.0,0.0,1.0,1.0,0.0,1.0,90.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625027,25,F,London Region,Lower Than A Level,50-60%,0-35,N,0,60,-89.0,8.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625071,25,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,60,-31.0,79.0,3.0,13.0,0.0,1.0,1.0,0.0,1.0,66.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625087,25,F,Scotland,HE Qualification,70-80%,0-35,N,0,60,-50.0,217.0,16.0,35.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625094,25,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,60,-57.0,52.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,70.0,-2.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625124,25,F,Wales,A Level or Equivalent,20-30%,0-35,N,0,60,-29.0,560.0,20.0,22.0,0.0,1.0,1.0,0.0,1.0,78.0,0.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625167,25,F,Wales,Lower Than A Level,10-20,0-35,N,0,60,-29.0,118.0,7.0,18.0,0.0,1.0,1.0,0.0,1.0,42.0,0.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625180,25,F,South Region,HE Qualification,50-60%,0-35,N,0,60,-31.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625185,25,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N,0,60,-71.0,174.0,14.0,13.0,0.0,1.0,1.0,0.0,1.0,93.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625214,25,F,East Midlands Region,Lower Than A Level,50-60%,0-35,N,0,60,-89.0,34.0,3.0,7.0,0.0,1.0,1.0,0.0,1.0,76.0,-1.0,0.0,1,1.0,Withdrawn,34.0,model_eligible
BBB,2014B,625249,25,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,0,60,-82.0,100.0,13.0,12.0,0.0,1.0,1.0,0.0,1.0,64.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625251,25,F,North Western Region,Lower Than A Level,80-90%,0-35,N,0,60,-89.0,282.0,12.0,9.0,0.0,1.0,1.0,0.0,1.0,79.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625295,25,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,60,-52.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,74.0,2.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625301,25,F,North Western Region,HE Qualification,0-10%,0-35,N,0,60,-57.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625383,25,F,South West Region,Lower Than A Level,30-40%,0-35,N,0,60,-72.0,75.0,9.0,16.0,0.0,1.0,1.0,0.0,1.0,75.0,0.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625390,25,F,South East Region,A Level or Equivalent,60-70%,0-35,N,0,60,-52.0,173.0,11.0,15.0,0.0,1.0,1.0,0.0,1.0,77.0,-2.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625444,25,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,0,60,-73.0,124.0,9.0,8.0,0.0,1.0,1.0,0.0,1.0,74.0,-3.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625477,25,F,South East Region,A Level or Equivalent,30-40%,0-35,N,0,60,-67.0,108.0,5.0,9.0,0.0,1.0,1.0,0.0,1.0,83.0,-2.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,625478,25,F,South Region,Lower Than A Level,40-50%,35-55,N,0,60,-88.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625514,25,M,East Anglian Region,HE Qualification,50-60%,0-35,N,0,120,-89.0,221.0,7.0,74.0,0.0,1.0,1.0,0.0,1.0,53.0,0.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625578,25,F,East Midlands Region,Lower Than A Level,20-30%,35-55,N,0,60,-78.0,76.0,7.0,8.0,0.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,1.0,Withdrawn,73.0,model_eligible
BBB,2014B,625713,25,F,South East Region,Lower Than A Level,20-30%,35-55,N,0,120,-43.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,72.0,-19.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625724,25,M,Scotland,HE Qualification,10-20,0-35,N,0,60,-73.0,528.0,25.0,18.0,0.0,1.0,1.0,0.0,1.0,73.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625768,25,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N,0,120,-81.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,81.0,-8.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625816,25,F,London Region,A Level or Equivalent,20-30%,35-55,N,0,60,-66.0,430.0,11.0,28.0,0.0,1.0,1.0,0.0,1.0,61.0,0.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,625833,25,F,East Anglian Region,No Formal quals,40-50%,0-35,N,0,60,-52.0,123.0,12.0,8.0,0.0,1.0,1.0,0.0,1.0,77.0,0.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,625853,25,F,East Anglian Region,A Level or Equivalent,10-20,0-35,N,0,60,-72.0,19.0,2.0,7.0,0.0,1.0,1.0,0.0,1.0,63.0,2.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625857,25,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,0,60,-82.0,351.0,16.0,30.0,0.0,1.0,1.0,0.0,1.0,76.0,0.0,0.0,1,1.0,Withdrawn,145.0,model_eligible
BBB,2014B,625879,25,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,0,120,-87.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,625919,25,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,N,0,60,-29.0,187.0,11.0,22.0,0.0,1.0,1.0,0.0,1.0,64.0,-2.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,626046,25,F,Yorkshire Region,Lower Than A Level,10-20,35-55,N,0,60,-52.0,121.0,9.0,8.0,0.0,1.0,1.0,0.0,1.0,72.0,-4.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,626123,25,F,South West Region,Lower Than A Level,50-60%,0-35,Y,0,60,-50.0,170.0,9.0,13.0,0.0,1.0,1.0,0.0,1.0,77.0,-1.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,626126,25,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,0,60,-86.0,223.0,12.0,20.0,0.0,1.0,1.0,0.0,1.0,72.0,-2.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626138,25,F,East Anglian Region,Lower Than A Level,30-40%,35-55,N,0,60,-81.0,961.0,23.0,15.0,0.0,1.0,1.0,0.0,1.0,74.0,-5.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626164,25,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,0,60,-54.0,57.0,3.0,9.0,0.0,1.0,1.0,0.0,1.0,70.0,-2.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626245,25,F,London Region,Lower Than A Level,10-20,0-35,N,0,60,-85.0,31.0,3.0,6.0,0.0,1.0,1.0,0.0,1.0,72.0,-11.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626254,25,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,0,120,-80.0,50.0,4.0,15.0,0.0,1.0,1.0,0.0,1.0,68.0,-10.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626297,25,F,South Region,Lower Than A Level,90-100%,35-55,N,0,60,-64.0,65.0,7.0,18.0,0.0,1.0,1.0,0.0,1.0,59.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,626352,25,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,60,-81.0,12.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,62.0,-2.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626365,25,F,Wales,A Level or Equivalent,20-30%,0-35,N,0,60,-57.0,49.0,3.0,9.0,0.0,1.0,1.0,0.0,1.0,70.0,1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626386,25,F,East Midlands Region,Lower Than A Level,10-20,0-35,Y,0,60,-82.0,228.0,13.0,24.0,0.0,1.0,1.0,0.0,1.0,88.0,-2.0,0.0,1,1.0,Withdrawn,152.0,model_eligible
BBB,2014B,626428,25,F,Wales,Lower Than A Level,40-50%,0-35,N,0,60,-31.0,74.0,7.0,17.0,0.0,1.0,1.0,0.0,1.0,54.0,1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,626442,25,F,South Region,Lower Than A Level,70-80%,0-35,N,0,60,-82.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,50.0,-11.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,626491,25,F,North Region,A Level or Equivalent,50-60%,35-55,N,0,60,-82.0,68.0,9.0,15.0,0.0,1.0,1.0,0.0,1.0,83.0,-4.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,626555,25,M,West Midlands Region,Lower Than A Level,10-20,0-35,N,0,60,-81.0,447.0,17.0,31.0,0.0,1.0,1.0,0.0,1.0,79.0,4.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626604,25,M,South Region,A Level or Equivalent,80-90%,0-35,N,0,60,-29.0,119.0,6.0,30.0,0.0,1.0,1.0,0.0,1.0,62.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626642,25,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,60,-73.0,32.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,76.0,-3.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626750,25,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,0,60,-81.0,42.0,6.0,7.0,0.0,1.0,1.0,0.0,1.0,65.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,626841,25,F,South East Region,A Level or Equivalent,80-90%,35-55,N,0,60,-81.0,333.0,16.0,25.0,0.0,1.0,1.0,0.0,1.0,72.0,-3.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,626843,25,F,London Region,A Level or Equivalent,0-10%,0-35,N,0,60,-81.0,46.0,8.0,3.0,0.0,1.0,1.0,0.0,1.0,62.0,0.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626897,25,F,Wales,A Level or Equivalent,30-40%,0-35,N,0,60,-24.0,40.0,2.0,8.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,626917,25,F,North Region,A Level or Equivalent,10-20,0-35,N,0,60,-64.0,153.0,11.0,20.0,0.0,1.0,1.0,0.0,1.0,53.0,0.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,626928,25,F,South West Region,A Level or Equivalent,30-40%,35-55,N,0,60,-80.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,62.0,-3.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626951,25,F,Wales,A Level or Equivalent,80-90%,35-55,N,0,60,-54.0,91.0,8.0,13.0,0.0,1.0,1.0,0.0,1.0,67.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,626966,25,F,North Western Region,Lower Than A Level,80-90%,35-55,N,0,60,-61.0,26.0,2.0,10.0,0.0,1.0,1.0,0.0,1.0,72.0,-2.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,627000,25,F,North Western Region,A Level or Equivalent,20-30%,0-35,N,0,60,-27.0,28.0,2.0,8.0,0.0,1.0,1.0,0.0,1.0,74.0,-1.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,627027,25,F,West Midlands Region,Lower Than A Level,50-60%,0-35,N,0,60,-75.0,206.0,13.0,11.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,627094,25,F,North Western Region,No Formal quals,0-10%,35-55,N,0,60,-75.0,51.0,2.0,13.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,627115,25,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,N,0,120,-52.0,148.0,9.0,21.0,0.0,1.0,1.0,0.0,1.0,79.0,0.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,627118,25,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N,0,120,-52.0,175.0,12.0,25.0,0.0,1.0,1.0,0.0,1.0,90.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,627179,25,M,London Region,Lower Than A Level,10-20,35-55,N,0,60,-64.0,113.0,15.0,18.0,0.0,1.0,1.0,0.0,1.0,70.0,0.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,627185,25,F,Wales,Lower Than A Level,90-100%,35-55,N,0,60,-78.0,302.0,9.0,14.0,0.0,1.0,1.0,0.0,1.0,75.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,627190,25,F,Scotland,A Level or Equivalent,20-30%,35-55,N,0,60,-43.0,437.0,15.0,33.0,0.0,1.0,1.0,0.0,1.0,79.0,-2.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,627244,25,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,60,-79.0,253.0,15.0,19.0,0.0,1.0,1.0,0.0,1.0,80.0,0.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,627270,25,F,Ireland,A Level or Equivalent,30-40%,0-35,N,0,60,-32.0,226.0,12.0,13.0,0.0,1.0,1.0,0.0,1.0,90.0,-1.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,627285,25,F,Scotland,A Level or Equivalent,20-30%,0-35,N,0,60,-35.0,67.0,7.0,10.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,627316,25,M,West Midlands Region,Lower Than A Level,70-80%,0-35,Y,0,60,-61.0,15.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,39.0,model_eligible
BBB,2014B,627321,25,F,London Region,HE Qualification,20-30%,35-55,N,0,60,-68.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,627380,25,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,60,-74.0,383.0,12.0,24.0,0.0,1.0,1.0,0.0,1.0,85.0,-3.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,627388,25,F,South East Region,A Level or Equivalent,50-60%,0-35,N,0,60,-78.0,43.0,4.0,6.0,0.0,1.0,1.0,0.0,1.0,77.0,-11.0,0.0,1,0.0,Distinction,,model_eligible
BBB,2014B,627403,25,F,South Region,A Level or Equivalent,50-60%,0-35,Y,0,120,-71.0,359.0,9.0,21.0,0.0,1.0,1.0,0.0,1.0,73.0,-2.0,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,627427,25,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N,0,60,-24.0,5.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,31.0,-12.0,0.0,1,1.0,Withdrawn,125.0,model_eligible
BBB,2014B,627509,25,F,Wales,A Level or Equivalent,30-40%,0-35,N,0,120,-36.0,98.0,11.0,9.0,0.0,1.0,1.0,0.0,1.0,55.0,-5.0,0.0,1,0.0,Pass,,model_eligible
BBB,2014B,627528,25,F,London Region,A Level or Equivalent,0-10%,0-35,N,0,60,-50.0,6.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
BBB,2014B,627549,25,F,South East Region,A Level or Equivalent,60-70%,0-35,N,0,60,-29.0,124.0,11.0,8.0,0.0,1.0,1.0,0.0,1.0,85.0,0.0,0.0,1,0.0,Distinction,,model_eligible
